title,url,abstract,date
Wayne Rooney rates Premier League summer signings out of 5 ...,https://finance.yahoo.com/?guccounter=1,"427 Likes, TikTok video from Prime Video Sport (@primevideosport): “Wayne Rooney rates Premier League summer signings out of 5 stars ...",2025-11-07 19:19:24
